name,total electrons,R1,RHF Energy (Hartree),Nuclear energy,MP2 Energy,CCSD Energy,CCSD(T) Energy,CCSDT Energy,CCSDTQ Energy,FCI Energy (Hartree)
BeH,5,1.509,-15.1437712,1.402722892,-15.17168291,-15.18314042,-15.18365602,-15.18393867,-15.18393867,-15.18393867
BeH,5,1.519,-15.1431121,1.393488376,-15.17104791,-15.18256575,-15.18308897,-15.18337672,-15.18337672,-15.18337672
BeH,5,1.529,-15.14242576,1.384374652,-15.17038667,-15.18196685,-15.18249788,-15.18279086,-15.18279086,-15.18279086
BeH,5,1.539,-15.14171338,1.375379366,-15.16970037,-15.18134438,-15.18188335,-15.18218231,-15.18218231,-15.18218231
BeH,5,1.549,-15.1409761,1.366500222,-15.16899014,-15.1807006,-15.18124777,-15.18155226,-15.18155226,-15.18155226
BeH,5,1.559,-15.14021503,1.357734986,-15.16825709,-15.18003612,-15.18059171,-15.18090186,-15.18090186,-15.18090186
BeH,5,1.569,-15.13943123,1.349081481,-15.16750228,-15.17935206,-15.17991628,-15.18023222,-15.18023222,-15.18023222
BeH,5,1.579,-15.13862573,1.340537583,-15.16672673,-15.17864947,-15.17922256,-15.17954442,-15.17954442,-15.17954441
BeH,5,1.589,-15.13779953,1.332101223,-15.16593143,-15.17792941,-15.17851157,-15.1788395,-15.1788395,-15.17883949
BeH,5,1.599,-15.13695357,1.323770384,-15.16511735,-15.17719286,-15.17778435,-15.17811847,-15.17811847,-15.17811847
BeH,5,1.609,-15.13608879,1.315543097,-15.1642854,-15.17644081,-15.17704185,-15.17738232,-15.17738232,-15.17738232
BeH,5,1.619,-15.13520607,1.307417445,-15.16343647,-15.17567419,-15.17628504,-15.17663199,-15.17663199,-15.17663199
BeH,5,1.629,-15.13430628,1.299391555,-15.16257144,-15.17489388,-15.17551477,-15.1758684,-15.1758684,-15.1758684
BeH,5,1.639,-15.13339024,1.291463602,-15.16169112,-15.17410085,-15.17473206,-15.17509246,-15.17509246,-15.17509246
BeH,5,1.649,-15.13245875,1.283631803,-15.16079633,-15.1732959,-15.1739377,-15.17430503,-15.17430503,-15.17430503
BeH,5,1.659,-15.1315126,1.275894421,-15.15988784,-15.17247988,-15.17313254,-15.17350694,-15.17350694,-15.17350694
BeH,5,1.669,-15.13055252,1.268249757,-15.15896641,-15.1716536,-15.17231741,-15.17269903,-15.17269903,-15.17269903
BeH,5,1.679,-15.12957924,1.260696155,-15.15803276,-15.17081784,-15.17149308,-15.17188207,-15.17188207,-15.17188207
BeH,5,1.689,-15.12859344,1.253231997,-15.15708759,-15.16997336,-15.17066034,-15.17105685,-15.17105685,-15.17105685
BeH,5,1.699,-15.12759581,1.245855705,-15.15613158,-15.16912091,-15.16981993,-15.17022412,-15.17022412,-15.17022411
BeH,5,1.709,-15.12658699,1.238565736,-15.15516539,-15.1682612,-15.16897259,-15.16938459,-15.16938459,-15.16938459
BeH,5,1.719,-15.12556759,1.231360584,-15.15418965,-15.16739494,-15.16811901,-15.16853899,-15.16853899,-15.16853899
BeH,5,1.729,-15.12453824,1.224238776,-15.15320498,-15.16652281,-15.1672599,-15.167688,-15.167688,-15.167688
BeH,5,1.739,-15.12349951,1.217198875,-15.15221197,-15.16564547,-15.16639591,-15.16683229,-15.16683229,-15.16683229
BeH,5,1.749,-15.12245195,1.210239476,-15.1512112,-15.16476357,-15.16552772,-15.16597252,-15.16597252,-15.16597252
BeH,5,1.759,-15.12139612,1.203359206,-15.15020322,-15.16387773,-15.16465596,-15.16510933,-15.16510933,-15.16510933
BeH,5,1.769,-15.12033254,1.196556723,-15.14918856,-15.16298858,-15.16378124,-15.16424332,-15.16424332,-15.16424332
BeH,5,1.779,-15.1192617,1.189830716,-15.14816776,-15.1620967,-15.16290418,-15.16337512,-15.16337512,-15.16337512
BeH,5,1.789,-15.11818411,1.183179901,-15.14714131,-15.16120268,-15.16202537,-15.1625053,-15.1625053,-15.1625053
BeH,5,1.799,-15.11710023,1.176603026,-15.1461097,-15.16030708,-15.16114538,-15.16163443,-15.16163443,-15.16163444
BeH,5,1.809,-15.11601051,1.170098863,-15.14507341,-15.15941047,-15.16026479,-15.16076309,-15.16076309,-15.16076309
BeH,5,1.819,-15.1149154,1.163666214,-15.14403288,-15.15851337,-15.15938413,-15.15989181,-15.15989181,-15.15989182
BeH,5,1.829,-15.11381532,1.157303906,-15.14298857,-15.15761632,-15.15850396,-15.15902114,-15.15902114,-15.15902114
BeH,5,1.839,-15.11271067,1.15101079,-15.1419409,-15.15671975,-15.1576247,-15.15815157,-15.15815157,-15.15815158
BeH,5,1.849,-15.11160185,1.144785746,-15.1408903,-15.15582432,-15.15674704,-15.15728364,-15.15728364,-15.15728364
BeH,5,1.859,-15.11048924,1.138627673,-15.13983716,-15.15493046,-15.1558714,-15.15641783,-15.15641783,-15.15641783
BeH,5,1.869,-15.10937322,1.132535497,-15.13878188,-15.15403865,-15.15499829,-15.15555462,-15.15555462,-15.15555462
BeH,5,1.879,-15.10825412,1.126508166,-15.13772483,-15.15314935,-15.15412818,-15.15469449,-15.15469449,-15.15469449
BeH,5,1.889,-15.1071323,1.12054465,-15.13666639,-15.15226303,-15.15326154,-15.1538379,-15.1538379,-15.1538379
BeH,5,1.899,-15.10600809,1.114643941,-15.13560692,-15.15138015,-15.15239885,-15.1529853,-15.1529853,-15.1529853
BeH,5,1.909,-15.10488181,1.108805052,-15.13454675,-15.15050115,-15.15154055,-15.15213713,-15.15213713,-15.15213713
BeH,5,1.919,-15.10375376,1.103027016,-15.13348624,-15.14962643,-15.15068704,-15.15129382,-15.15129382,-15.15129382
BeH,5,1.929,-15.10262424,1.097308887,-15.13242571,-15.14875649,-15.14983887,-15.1504558,-15.1504558,-15.1504558
BeH,5,1.939,-15.10149354,1.091649739,-15.13136547,-15.1478917,-15.14899641,-15.14962346,-15.14962346,-15.14962347
BeH,5,1.949,-15.10036194,1.086048663,-15.13030585,-15.14703259,-15.14816019,-15.14879723,-15.14879723,-15.14879723
BeH,5,1.959,-15.0992297,1.08050477,-15.12924714,-15.14617933,-15.14733039,-15.14797747,-15.14797747,-15.14797747
BeH,5,1.969,-15.09809709,1.075017188,-15.12818964,-15.14533245,-15.14650754,-15.14716458,-15.14716458,-15.14716458
BeH,5,1.979,-15.09696435,1.069585065,-15.12713364,-15.14449233,-15.14569203,-15.14635892,-15.14635892,-15.14635892
BeH,5,1.989,-15.09583172,1.064207563,-15.12607942,-15.14365914,-15.14488402,-15.14556086,-15.14556086,-15.14556086
BeH,5,1.999,-15.09469945,1.058883864,-15.12502725,-15.14283351,-15.1440842,-15.14477075,-15.14477075,-15.14477075
BeH,5,2.009,-15.09356774,1.053613163,-15.12397742,-15.14201635,-15.14329348,-15.14398893,-15.14398893,-15.14398893
BeH,5,2.019,-15.09243683,1.048394672,-15.12293017,-15.14120674,-15.14251088,-15.14321573,-15.14321573,-15.14321573
BeH,5,2.029,-15.09130692,1.043227621,-15.12188578,-15.14040597,-15.14173777,-15.14245147,-15.14245147,-15.14245147
BeH,5,2.039,-15.09017821,1.038111252,-15.12084449,-15.13961414,-15.14097422,-15.14169648,-15.14169648,-15.14169648
BeH,5,2.049,-15.08905091,1.033044824,-15.11980656,-15.13883286,-15.14022198,-15.14095104,-15.14095104,-15.14095104
BeH,5,2.059,-15.0879252,1.028027607,-15.11877224,-15.13806004,-15.1394787,-15.14021545,-15.14021545,-15.14021545
BeH,5,2.069,-15.08680127,1.02305889,-15.11774176,-15.13729716,-15.13874599,-15.13948999,-15.13948999,-15.13948998
BeH,5,2.079,-15.08567929,1.018137972,-15.11671538,-15.13654455,-15.13802418,-15.13877492,-15.13877492,-15.13877492
BeH,5,2.089,-15.08455945,1.013264166,-15.11569334,-15.13580075,-15.1373116,-15.13807051,-15.13807051,-15.13807051
BeH,5,2.099,-15.0834419,1.0084368,-15.11467587,-15.13506944,-15.13661232,-15.13737701,-15.13737701,-15.13737701
BeH,5,2.109,-15.08232682,1.003655213,-15.11366321,-15.1343493,-15.13592481,-15.13669463,-15.13669463,-15.13669463
BeH,5,2.119,-15.08121435,0.998918756,-15.11265561,-15.13364062,-15.13524935,-15.13602362,-15.13602362,-15.13602362
BeH,5,2.129,-15.08010466,0.994226794,-15.1116533,-15.13294366,-15.13458621,-15.13536416,-15.13536416,-15.13536416
BeH,5,2.139,-15.0789979,0.989578702,-15.11065653,-15.13225871,-15.13393564,-15.13471647,-15.13471647,-15.13471647
BeH,5,2.149,-15.07789421,0.984973869,-15.10966555,-15.13158601,-15.13329787,-15.13408072,-15.13408072,-15.13408072
BeH,5,2.159,-15.07679373,0.980411692,-15.1086806,-15.13092583,-15.13267315,-15.13345707,-15.13345707,-15.13345708
BeH,5,2.169,-15.0756966,0.975891583,-15.10770195,-15.1302784,-15.13206168,-15.1328457,-15.1328457,-15.1328457
BeH,5,2.179,-15.07460297,0.971412962,-15.10672985,-15.12964396,-15.13146366,-15.13224672,-15.13224672,-15.13224672
BeH,5,2.189,-15.07351296,0.96697526,-15.10576458,-15.12902271,-15.13087927,-15.13166027,-15.13166027,-15.13166027
BeH,5,2.199,-15.07242672,0.962577919,-15.10480643,-15.12841488,-15.1303087,-15.13108645,-15.13108645,-15.13108645
BeH,5,2.209,-15.07134436,0.958220391,-15.10385569,-15.12782685,-15.12975882,-15.13052537,-15.13052537,-15.13052537
BeH,5,2.219,-15.07026602,0.953902138,-15.10291266,-15.12724706,-15.12921698,-15.12997709,-15.12997709,-15.12997709
BeH,5,2.229,-15.06919183,0.949622631,-15.10197769,-15.12668127,-15.1286894,-15.12944169,-15.12944169,-15.12944169
BeH,5,2.239,-15.06812192,0.94538135,-15.10105113,-15.12612967,-15.12817618,-15.1289192,-15.1289192,-15.1289192
BeH,5,2.249,-15.06705642,0.941177787,-15.10013335,-15.12559371,-15.12767889,-15.12840966,-15.12840966,-15.12840966
BeH,5,2.259,-15.06599546,0.93701144,-15.09922477,-15.12507106,-15.12719479,-15.12791308,-15.12791308,-15.12791308
BeH,5,2.269,-15.06493917,0.932881817,-15.09832585,-15.12456301,-15.12672523,-15.12742946,-15.12742946,-15.12742946
BeH,5,2.279,-15.06388768,0.928788435,-15.09743708,-15.12406968,-15.12627023,-15.12695879,-15.12695879,-15.12695879
BeH,5,2.289,-15.06284115,0.924730819,-15.09655904,-15.12358958,-15.12582795,-15.12650103,-15.12650103,-15.12650102
BeH,5,2.299,-15.06179971,0.920708501,-15.09569235,-15.12312584,-15.12540186,-15.12605612,-15.12605612,-15.12605612
BeH,5,2.309,-15.06076351,0.916721024,-15.09483776,-15.12267711,-15.12499024,-15.12562401,-15.12562401,-15.12562401
BeH,5,2.319,-15.05973273,0.912767936,-15.0939961,-15.12224177,-15.12459113,-15.12520462,-15.12520462,-15.12520461
BeH,5,2.329,-15.05870752,0.908848795,-15.09316841,-15.12182247,-15.12420728,-15.12479784,-15.12479784,-15.12479784
BeH,5,2.339,-15.0576881,0.904963165,-15.09235587,-15.12141905,-15.12383827,-15.12440358,-15.12440358,-15.12440357
BeH,5,2.349,-15.05667465,0.901110619,-15.09155999,-15.12103385,-15.12348643,-15.1240217,-15.1240217,-15.1240217
BeH,5,2.359,-15.05566743,0.897290735,-15.09078264,-15.12065833,-15.12314199,-15.12365208,-15.12365208,-15.12365207
BH,6,0.755,-24.89460645,3.50448484,-24.95267546,-24.97899285,-24.98019163,-24.9805683,-24.9806501,-24.9806501
BH,6,0.765,-24.909217,3.458674581,-24.96729219,-24.99360363,-24.99480182,-24.9951785,-24.99525986,-24.99525986
BH,6,0.775,-24.92304784,3.414046522,-24.98113135,-25.00743802,-25.00863584,-25.00901255,-25.00909349,-25.00909349
BH,6,0.785,-24.93613705,3.370555483,-24.99423105,-25.02053411,-25.02173175,-25.02210855,-25.0221891,-25.0221891
BH,6,0.795,-24.94852084,3.328158559,-25.00662753,-25.03292815,-25.03412581,-25.03450273,-25.03458291,-25.03458291
BH,6,0.805,-24.96023368,3.286814975,-25.01835526,-25.04465461,-25.04585248,-25.04622956,-25.04630939,-25.04630939
BH,6,0.815,-24.97130832,3.246485956,-25.02944703,-25.05574627,-25.05694455,-25.05732182,-25.05740131,-25.05740131
BH,6,0.825,-24.98177595,3.207134612,-25.03993403,-25.06623433,-25.06743321,-25.06781071,-25.06788988,-25.06788988
BH,6,0.835,-24.99166621,3.168725814,-25.04984591,-25.07614844,-25.07734811,-25.07772587,-25.07780474,-25.07780474
BH,6,0.845,-25.00100731,3.1312261,-25.05921087,-25.08551683,-25.08671747,-25.08709553,-25.08717411,-25.08717411
BH,6,0.855,-25.00982605,3.094603573,-25.06805573,-25.09436631,-25.0955681,-25.09594649,-25.09602479,-25.09602479
BH,6,0.865,-25.0181479,3.058827809,-25.07640597,-25.10272236,-25.10392548,-25.10430423,-25.10438227,-25.10438227
BH,6,0.875,-25.0259971,3.023869777,-25.0842858,-25.11060921,-25.11181384,-25.11219299,-25.11227076,-25.11227076
BH,6,0.885,-25.03339664,2.989701757,-25.09171822,-25.11804988,-25.11925619,-25.11963575,-25.11971328,-25.11971328
BH,6,0.895,-25.04036838,2.956297268,-25.09872509,-25.1250662,-25.12627437,-25.12665439,-25.12673168,-25.12673168
BH,6,0.905,-25.04693309,2.923630999,-25.10532713,-25.13167894,-25.13288914,-25.13326964,-25.13334669,-25.13334669
BH,6,0.915,-25.05311048,2.891678748,-25.11154404,-25.13790781,-25.1391202,-25.1395012,-25.13957803,-25.13957803
BH,6,0.925,-25.05891926,2.860417356,-25.11739452,-25.14377149,-25.14498624,-25.14536778,-25.14544439,-25.14544439
BH,6,0.935,-25.06437722,2.829824657,-25.12289632,-25.14928775,-25.15050502,-25.15088713,-25.15096351,-25.15096351
BH,6,0.945,-25.06950121,2.799879423,-25.12806625,-25.15447343,-25.15569338,-25.15607608,-25.15615224,-25.15615224
BH,6,0.955,-25.07430726,2.770561314,-25.13292031,-25.15934452,-25.1605673,-25.16095062,-25.16102657,-25.16102657
BH,6,0.965,-25.07881059,2.741850834,-25.13747366,-25.1639162,-25.16514195,-25.16552592,-25.16560165,-25.16560165
BH,6,0.975,-25.08302562,2.713729287,-25.1417407,-25.16820285,-25.16943175,-25.16981639,-25.1698919,-25.1698919
BH,6,0.985,-25.08696608,2.686178736,-25.14573508,-25.17221817,-25.17345034,-25.17383568,-25.17391098,-25.17391098
BH,6,0.995,-25.09064499,2.659181964,-25.14946978,-25.17597512,-25.17721072,-25.17759678,-25.17767187,-25.17767187
BH,6,1.005,-25.09407474,2.632722442,-25.15295713,-25.17948604,-25.1807252,-25.18111202,-25.18118688,-25.18118688
BH,6,1.015,-25.09726709,2.60678429,-25.15620882,-25.18276263,-25.1840055,-25.1843931,-25.18446773,-25.18446773
BH,6,1.025,-25.10023322,2.581352248,-25.15923598,-25.18581603,-25.18706273,-25.18745113,-25.18752554,-25.18752554
BH,6,1.035,-25.10298377,2.556411647,-25.16204918,-25.18865679,-25.18990747,-25.19029671,-25.19037088,-25.19037088
BH,6,1.045,-25.10552885,2.531948378,-25.16465846,-25.191295,-25.19254977,-25.19293988,-25.19301381,-25.19301381
BH,6,1.055,-25.10787811,2.507948867,-25.1670734,-25.19374019,-25.19499921,-25.1953902,-25.19546389,-25.19546389
BH,6,1.065,-25.1100407,2.484400051,-25.16930309,-25.19600149,-25.19726486,-25.19765677,-25.19773021,-25.19773022
BH,6,1.075,-25.11202537,2.461289353,-25.17135619,-25.19808754,-25.19935541,-25.19974827,-25.19982145,-25.19982145
BH,6,1.085,-25.11384043,2.438604659,-25.17324096,-25.20000662,-25.20127909,-25.20167293,-25.20174585,-25.20174585
BH,6,1.095,-25.11549381,2.416334296,-25.17496524,-25.20176656,-25.20304377,-25.20343861,-25.20351126,-25.20351126
BH,6,1.105,-25.11699307,2.394467018,-25.17653655,-25.20337488,-25.20465694,-25.20505282,-25.20512519,-25.20512519
BH,6,1.115,-25.11834544,2.372991977,-25.17796201,-25.2048387,-25.20612574,-25.20652269,-25.20659478,-25.20659478
BH,6,1.125,-25.11955778,2.351898715,-25.17924844,-25.2061649,-25.20745706,-25.20785504,-25.20792683,-25.20792683
BH,6,1.135,-25.12063667,2.331177141,-25.18040235,-25.20735988,-25.20865726,-25.20905636,-25.20912785,-25.20912785
BH,6,1.145,-25.12158838,2.310817515,-25.18142994,-25.20842988,-25.20973259,-25.21013287,-25.21020404,-25.21020404
BH,6,1.155,-25.12241891,2.290810437,-25.18233713,-25.20938082,-25.21068898,-25.21109048,-25.21116134,-25.21116134
BH,6,1.165,-25.12313397,2.271146828,-25.18312959,-25.21021837,-25.21153211,-25.21193486,-25.21200539,-25.21200539
BH,6,1.175,-25.12373903,2.251817919,-25.18381271,-25.21094794,-25.21226737,-25.21267141,-25.21274161,-25.21274161
BH,6,1.185,-25.12423931,2.232815236,-25.18439167,-25.21157469,-25.21289993,-25.2133053,-25.21337515,-25.21337515
BH,6,1.195,-25.12463982,2.21413059,-25.1848714,-25.21210351,-25.21343464,-25.21384147,-25.21391096,-25.21391096
BH,6,1.205,-25.12494531,2.195756062,-25.18525663,-25.2125392,-25.21387639,-25.21428463,-25.21435376,-25.21435376
BH,6,1.215,-25.12516037,2.177683995,-25.18555185,-25.21288623,-25.21422959,-25.2146393,-25.21470806,-25.21470806
BH,6,1.225,-25.12528934,2.159906983,-25.18576139,-25.21314892,-25.21449857,-25.2149098,-25.21497817,-25.21497817
BH,6,1.235,-25.12533641,2.142417858,-25.18588937,-25.21333138,-25.21468746,-25.21510024,-25.21516823,-25.21516823
BH,6,1.245,-25.12530557,2.125209682,-25.18593973,-25.21343757,-25.21480019,-25.21521459,-25.21528217,-25.21528217
BH,6,1.255,-25.12520063,2.108275741,-25.18591625,-25.21347125,-25.21484054,-25.21525661,-25.21532378,-25.21532378
BH,6,1.265,-25.12502524,2.091609529,-25.18582254,-25.21343603,-25.21481213,-25.21522992,-25.21529668,-25.21529668
BH,6,1.275,-25.12478289,2.075204749,-25.18566205,-25.21333537,-25.21471841,-25.21513798,-25.21520431,-25.21520431
BH,6,1.285,-25.12447693,2.059055295,-25.18543808,-25.21317258,-25.21456268,-25.21498409,-25.21504998,-25.21504998
BH,6,1.295,-25.12411053,2.043155254,-25.1851538,-25.2129508,-25.21434811,-25.21477142,-25.21483687,-25.21483687
BH,6,1.305,-25.12368676,2.027498892,-25.18481221,-25.21267306,-25.21407773,-25.21450299,-25.21456799,-25.21456799
BH,6,1.315,-25.12320854,2.01208065,-25.18441622,-25.21234227,-25.21375442,-25.21418171,-25.21424624,-25.21424624
BH,6,1.325,-25.12267864,1.996895135,-25.18396859,-25.21196117,-25.21338096,-25.21381034,-25.2138744,-25.2138744
BH,6,1.335,-25.12209975,1.981937119,-25.18347195,-25.21153243,-25.21296,-25.21339154,-25.21345512,-25.21345512
BH,6,1.345,-25.12147441,1.967201528,-25.18292885,-25.21105857,-25.21249407,-25.21292784,-25.21299093,-25.21299093
BH,6,1.355,-25.12080505,1.952683435,-25.18234169,-25.21054201,-25.21198561,-25.21242167,-25.21248427,-25.21248427
BH,6,1.365,-25.12009401,1.938378062,-25.18171279,-25.20998508,-25.21143692,-25.21187536,-25.21193745,-25.21193745
BH,6,1.375,-25.11934352,1.924280767,-25.18104437,-25.20938999,-25.21085024,-25.21129112,-25.2113527,-25.2113527
BH,6,1.385,-25.1185557,1.910387043,-25.18033854,-25.20875886,-25.21022768,-25.21067109,-25.21073214,-25.21073214
BH,6,1.395,-25.11773259,1.896692512,-25.17959732,-25.20809367,-25.20957125,-25.21001729,-25.21007781,-25.21007782
BH,6,1.405,-25.11687612,1.883192921,-25.17882264,-25.20739646,-25.20888295,-25.20933167,-25.20939166,-25.20939166
BH,6,1.415,-25.11598815,1.869884137,-25.17801635,-25.20666905,-25.20816462,-25.2086161,-25.20867554,-25.20867554
BH,6,1.425,-25.11507046,1.856762144,-25.17718023,-25.20591318,-25.20741802,-25.20787235,-25.20793123,-25.20793123
BH,6,1.435,-25.11412473,1.843823035,-25.17631595,-25.20513057,-25.20664487,-25.20710212,-25.20716044,-25.20716044
BH,6,1.445,-25.11315259,1.831063014,-25.17542514,-25.20432284,-25.20584678,-25.20630704,-25.20636479,-25.20636479
BH,6,1.455,-25.11215557,1.818478388,-25.17450935,-25.20349154,-25.20502531,-25.20548868,-25.20554585,-25.20554585
BH,6,1.465,-25.11113515,1.806065566,-25.17357003,-25.20263813,-25.20418194,-25.20464851,-25.20470509,-25.20470509
BH,6,1.475,-25.11009274,1.793821054,-25.17260861,-25.20176408,-25.20331813,-25.20378797,-25.20384395,-25.20384396
BH,6,1.485,-25.10902968,1.781741451,-25.17162644,-25.20087072,-25.20243521,-25.20290841,-25.20296379,-25.20296379
BH,6,1.495,-25.10794725,1.769823448,-25.17062479,-25.19995936,-25.20153448,-25.20201114,-25.20206591,-25.20206591
BH,6,1.505,-25.10684668,1.758063824,-25.1696049,-25.19903122,-25.2006172,-25.2010974,-25.20115155,-25.20115155
BH,6,1.515,-25.10572912,1.746459442,-25.16856795,-25.19808751,-25.19968457,-25.20016838,-25.2002219,-25.2002219
BH,6,1.525,-25.10459571,1.735007249,-25.16751506,-25.19712933,-25.19873768,-25.19922523,-25.1992781,-25.1992781
BH,6,1.535,-25.10344749,1.72370427,-25.16644731,-25.19615778,-25.19777766,-25.19826902,-25.19832124,-25.19832124
BH,6,1.545,-25.10228548,1.712547608,-25.16536571,-25.19517389,-25.19680553,-25.1973008,-25.19735236,-25.19735236
BH,6,1.555,-25.10111066,1.70153444,-25.16427124,-25.19417866,-25.19582228,-25.19632156,-25.19637246,-25.19637246
BH,6,1.565,-25.09992393,1.690662016,-25.16316485,-25.19317302,-25.19482888,-25.19533225,-25.19538247,-25.19538247
BH,6,1.575,-25.09872619,1.679927654,-25.16204742,-25.19215789,-25.19382622,-25.19433378,-25.19438331,-25.19438331
BH,6,1.585,-25.09751826,1.669328741,-25.16091981,-25.19113411,-25.19281518,-25.19332702,-25.19337585,-25.19337585
BH,6,1.595,-25.09630095,1.65886273,-25.15978282,-25.19010253,-25.19179658,-25.19231279,-25.19236092,-25.19236092
BH,6,1.605,-25.09507502,1.648527137,-25.15863725,-25.18906393,-25.19077122,-25.19129189,-25.1913393,-25.1913393
BH,6,1.615,-25.0938412,1.638319538,-25.15748382,-25.18801905,-25.18973985,-25.19026508,-25.19031175,-25.19031175
BH,6,1.625,-25.09260018,1.628237572,-25.15632325,-25.18696862,-25.18870319,-25.18923307,-25.189279,-25.189279
BH,6,1.635,-25.0913526,1.618278932,-25.15515621,-25.18591332,-25.18766194,-25.18819655,-25.18824173,-25.18824173
BH,6,1.645,-25.09009912,1.608441371,-25.15398335,-25.18485381,-25.18661675,-25.18715619,-25.1872006,-25.1872006
BH,6,1.655,-25.08884031,1.598722692,-25.15280528,-25.18379071,-25.18556826,-25.18611261,-25.18615624,-25.18615624
BH,6,1.665,-25.08757675,1.589120753,-25.15162258,-25.18272462,-25.18451706,-25.18506641,-25.18510925,-25.18510925
BH,6,1.675,-25.08630898,1.579633465,-25.15043582,-25.18165611,-25.18346374,-25.18401817,-25.18406021,-25.18406021
BH,6,1.685,-25.08503751,1.570258786,-25.14924553,-25.18058572,-25.18240884,-25.18296844,-25.18300965,-25.18300965
BH,6,1.695,-25.08376284,1.560994722,-25.14805222,-25.17951397,-25.18135287,-25.18191772,-25.1819581,-25.1819581
BH,6,1.705,-25.08248543,1.551839328,-25.14685637,-25.17844135,-25.18029635,-25.18086653,-25.18090606,-25.18090606
BH,6,1.715,-25.08120572,1.542790702,-25.14565844,-25.17736833,-25.17923975,-25.17981533,-25.179854,-25.17985401
BH,6,1.725,-25.07992414,1.533846988,-25.14445887,-25.17629537,-25.17818352,-25.17876458,-25.17880238,-25.17880238
BH,6,1.735,-25.07864108,1.525006371,-25.14325808,-25.1752229,-25.17712809,-25.17771472,-25.17775162,-25.17775162
BH,6,1.745,-25.07735692,1.51626708,-25.14205647,-25.17415131,-25.17607388,-25.17666614,-25.17670213,-25.17670213
BH,6,1.755,-25.07607203,1.507627381,-25.14085442,-25.173081,-25.17502129,-25.17561924,-25.17565431,-25.17565431
BH,6,1.765,-25.07478674,1.499085583,-25.13965229,-25.17201234,-25.17397068,-25.1745744,-25.17460852,-25.17460852
BH,6,1.775,-25.07350139,1.490640031,-25.13845043,-25.17094568,-25.17292242,-25.17353197,-25.17356513,-25.17356513
BH,6,1.785,-25.07221627,1.482289106,-25.13724915,-25.16988136,-25.17187685,-25.17249229,-25.17252447,-25.17252447
BH,6,1.795,-25.07093168,1.474031228,-25.13604877,-25.16881969,-25.17083429,-25.17145568,-25.17148686,-25.17148686
BH,6,1.805,-25.0696479,1.46586485,-25.13484959,-25.16776099,-25.16979505,-25.17042244,-25.17045261,-25.17045261
BH,6,1.815,-25.06836519,1.45778846,-25.13365189,-25.16670554,-25.16875943,-25.16939288,-25.16942201,-25.16942201
BH,6,1.825,-25.06708379,1.449800578,-25.13245593,-25.16565361,-25.16772771,-25.16836726,-25.16839533,-25.16839533
BH,6,1.835,-25.06580395,1.441899757,-25.13126197,-25.16460546,-25.16670016,-25.16734585,-25.16737284,-25.16737284
BH,6,1.845,-25.06452589,1.434084582,-25.13007025,-25.16356135,-25.16567703,-25.1663289,-25.1663548,-25.1663548
BH,6,1.855,-25.06324981,1.426353668,-25.128881,-25.16252152,-25.16465856,-25.16531665,-25.16534143,-25.16534143
BH,6,1.865,-25.06197592,1.418705659,-25.12769443,-25.16148618,-25.16364499,-25.16430933,-25.16433296,-25.16433296
BH,6,1.875,-25.06070439,1.411139229,-25.12651076,-25.16045555,-25.16263654,-25.16330714,-25.16332961,-25.16332961
BH,6,1.885,-25.05943542,1.403653079,-25.12533017,-25.15942983,-25.16163342,-25.16231031,-25.16233159,-25.16233159
BH,6,1.895,-25.05816917,1.396245939,-25.12415286,-25.15840921,-25.16063581,-25.16131901,-25.16133908,-25.16133908
BH,6,1.905,-25.0569058,1.388916564,-25.122979,-25.15739388,-25.15964393,-25.16033343,-25.16035227,-25.16035227
BH,6,1.915,-25.05564545,1.381663736,-25.12180875,-25.156384,-25.15865794,-25.15935376,-25.15937134,-25.15937134
BH,6,1.925,-25.05438827,1.374486262,-25.12064228,-25.15537986,-25.15767811,-25.15838014,-25.15839644,-25.15839644
BH,6,1.935,-25.05313438,1.367382974,-25.11947974,-25.15438139,-25.15670442,-25.15741275,-25.15742774,-25.15742774
BH,6,1.945,-25.05188393,1.360352727,-25.11832126,-25.15338892,-25.15573724,-25.15645173,-25.15646539,-25.15646539
BH,6,1.955,-25.05063702,1.353394401,-25.11716699,-25.15240246,-25.15477648,-25.15549722,-25.15550952,-25.15550952
BH,6,1.965,-25.04939377,1.346506898,-25.11601706,-25.15142219,-25.15382239,-25.15454936,-25.15456028,-25.15456028
BH,6,1.975,-25.04815428,1.339689142,-25.11487158,-25.15044824,-25.15287512,-25.15360827,-25.15361777,-25.15361777
BH,6,1.985,-25.04691864,1.332940078,-25.11373067,-25.14948073,-25.15193477,-25.15267407,-25.15268214,-25.15268214
BH,6,1.995,-25.04568696,1.326258674,-25.11259444,-25.14851979,-25.15100148,-25.15174688,-25.15175349,-25.15175349
BH,6,2.005,-25.04445932,1.319643917,-25.11146299,-25.1475655,-25.15007537,-25.15082681,-25.15083192,-25.15083192
BH,6,2.015,-25.04323581,1.313094816,-25.11033643,-25.14661797,-25.14915653,-25.14991395,-25.14991754,-25.14991754
BH,6,2.025,-25.04201649,1.306610397,-25.10921484,-25.14567731,-25.14824507,-25.1490084,-25.14901044,-25.14901044
BH,6,2.035,-25.04080144,1.300189707,-25.10809831,-25.14474359,-25.1473411,-25.14811025,-25.14811072,-25.14811072
BH,6,2.045,-25.03959074,1.293831811,-25.10698694,-25.14381681,-25.14644467,-25.14721959,-25.14721846,-25.14721846
